use_trend_filter,use_body_filter,use_breakeven,avg_wr,avg_pf,avg_sharpe,avg_ret,count
False,False,False,0.45320584059158925,0.9421846565441412,-0.3663007751265665,-0.09093049032099801,120
False,False,True,0.3350956703588674,0.7301148744267609,-1.694875631132224,-0.28361178855631736,120
False,True,False,0.43994526422894414,0.8249665368734473,-1.00351476962835,-0.16976239733121393,120
False,True,True,0.3367534495369159,0.6738097250696229,-1.8656737692176886,-0.25676874649839454,120
True,False,False,0.45413863245751135,0.9690382505333516,-0.1887273619459347,-0.04645907228225554,120
True,False,True,0.33366189648891265,0.7461305407670629,-1.4957539109230595,-0.2459243337578001,120
True,True,False,0.4388417167759085,0.8326454759890858,-0.9072620440725091,-0.1480647133210083,120
True,True,True,0.3343264505239729,0.6726284604286451,-1.7854983935939193,-0.23833439563649883,120
