rr,sl_buffer_atr,swing_lookback,use_body_filter,use_breakeven,use_trend_filter,n,wr,pf,sharpe,total_ret,max_dd,avg_win,avg_loss,avg_pnl,expectancy
0.5,0.5,5,True,False,True,527,0.573055028462998,0.684612080282642,-2.201678942096179,-0.2845461261024197,-0.32477484409248814,0.002367832468187308,-0.004642274725839188,-0.0006250975482376667,-0.0006250975482376669
0.5,0.5,5,True,False,False,638,0.5736677115987461,0.6752523235075593,-2.5716890372833627,-0.3387509401725811,-0.3833715518423722,0.0023145938614414826,-0.004612335509282813,-0.0006385797887732645,-0.0006385797887732644
0.5,0.5,5,False,True,True,697,0.5968436154949784,0.9523820066749384,-0.3162830195197598,-0.07398985808524627,-0.1606873675920038,0.0032338551929298885,-0.005026855461105549,-9.650304779314986e-05,-9.650304779315047e-05
0.5,0.5,5,False,True,False,842,0.5926365795724465,0.8948638464831309,-0.7940125077807025,-0.17295174847908223,-0.20796238531974962,0.0030544326832473664,-0.004965694773833544,-0.00021267386993404914,-0.00021267386993404952
0.5,0.5,5,False,False,True,697,0.5968436154949784,0.9523820066749384,-0.3162830195197598,-0.07398985808524627,-0.1606873675920038,0.0032338551929298885,-0.005026855461105549,-9.650304779314986e-05,-9.650304779315047e-05
0.5,0.5,5,False,False,False,842,0.5926365795724465,0.8948638464831309,-0.7940125077807025,-0.17295174847908223,-0.20796238531974962,0.0030544326832473664,-0.004965694773833544,-0.00021267386993404914,-0.00021267386993404952
0.5,0.5,10,True,True,True,421,0.5653206650831354,0.711304898004667,-1.7630671777129305,-0.22730383950814725,-0.27301894722131376,0.0026186890122929765,-0.004787998371917397,-0.000600844933812721,-0.0006008449338127204
0.5,0.5,10,True,True,False,475,0.5768421052631579,0.7151493598960419,-1.8421553582999801,-0.24706364033954253,-0.2971933733754846,0.002550367570270947,-0.004861390730227243,-0.0005859764684661819,-0.0005859764684661816
0.5,0.5,10,True,False,True,421,0.5653206650831354,0.711304898004667,-1.7630671777129305,-0.22730383950814725,-0.27301894722131376,0.0026186890122929765,-0.004787998371917397,-0.000600844933812721,-0.0006008449338127204
0.5,0.5,10,True,False,False,475,0.5768421052631579,0.7151493598960419,-1.8421553582999801,-0.24706364033954253,-0.2971933733754846,0.002550367570270947,-0.004861390730227243,-0.0005859764684661819,-0.0005859764684661816
0.5,0.5,10,False,True,True,564,0.6028368794326241,0.9646868498969944,-0.20862944497063649,-0.04794263611118654,-0.1430077896297257,0.00329012008949085,-0.005176739248829506,-7.260418672149054e-05,-7.260418672149025e-05
0.5,0.5,10,False,True,False,643,0.609642301710731,0.9149197982303027,-0.5234078477231833,-0.11400112724876144,-0.15099943989895648,0.0030748319477041223,-0.005248687361843481,-0.00017431789163716566,-0.0001743178916371658
0.5,0.5,10,False,False,True,564,0.6028368794326241,0.9646868498969944,-0.20862944497063649,-0.04794263611118654,-0.1430077896297257,0.00329012008949085,-0.005176739248829506,-7.260418672149054e-05,-7.260418672149025e-05
0.5,0.5,10,False,False,False,643,0.609642301710731,0.9149197982303027,-0.5234078477231833,-0.11400112724876144,-0.15099943989895648,0.0030748319477041223,-0.005248687361843481,-0.00017431789163716566,-0.0001743178916371658
0.5,0.5,15,True,True,True,362,0.5497237569060773,0.6726824444394182,-1.928691943419035,-0.2381111726574402,-0.2658151359720657,0.002760938824953186,-0.005010858768213943,-0.0007385169973844993,-0.0007385169973844995
0.5,0.5,15,True,True,False,388,0.5515463917525774,0.6873453923640302,-1.8961018975862376,-0.24174359139736368,-0.29159700833848107,0.0027924158354930067,-0.004996542565749961,-0.0007005706640334791,-0.0007005706640334783
0.5,0.5,15,True,False,True,362,0.5497237569060773,0.6726824444394182,-1.928691943419035,-0.2381111726574402,-0.2658151359720657,0.002760938824953186,-0.005010858768213943,-0.0007385169973844993,-0.0007385169973844995
